"sitenum","latitude","longitude","year","species","cover"
1,48.3891661961873,-124.650001525879,2004,"S. cariosus",8
2,48.3375005722046,-124.687501907349,2004,"S. cariosus",2.3667
3,48.3133341471354,-124.660003662109,2004,"S. cariosus",2.7667
4,47.939998626709,-124.658336639404,2004,"S. cariosus",1.1333
5,47.8699989318848,-124.599998474121,2004,"S. cariosus",0.2
6,47.8600006103516,-124.569999694824,2004,"S. cariosus",0.1
9,45.7700004577637,-123.970001220703,2004,"S. cariosus",0.6
10,44.8266677856445,-124.056666056315,2004,"S. cariosus",6.3556
11,44.8066673278809,-124.059997558594,2004,"S. cariosus",1.9
12,44.7466672261556,-124.059997558594,2004,"S. cariosus",24.4471
13,44.2425012588501,-124.110000610352,2004,"S. cariosus",25.7556
14,44.218334197998,-124.110000610352,2004,"S. cariosus",27.0556
15,44.2000007629395,-124.110000610352,2004,"S. cariosus",38.6556
16,43.3300018310547,-124.374000549316,2004,"S. cariosus",0.6667
17,43.310001373291,-124.393333435059,2004,"S. cariosus",1.1667
18,43.2999992370605,-124.400001525879,2004,"S. cariosus",4.1
19,41.060001373291,-124.150001525879,2004,"S. cariosus",0.8
20,40.0200004577637,-124.073333740234,2004,"S. cariosus",14.2667
21,39.5974988937378,-123.779998779297,2004,"S. cariosus",0.6897
22,39.4149990081787,-123.809997558594,2004,"S. cariosus",3.8333
23,39.3400001525879,-123.819999694824,2004,"S. cariosus",8
24,39.272500038147,-123.7975025177,2004,"S. cariosus",4.0357
25,38.3833325703939,-123.086664835612,2004,"S. cariosus",1.4
26,38.3199996948242,-123.069999694824,2004,"S. cariosus",2.2667
27,38.310001373291,-123.069999694824,2004,"S. cariosus",1.3
28,36.5099983215332,-121.946665445964,2004,"S. cariosus",0.1333
29,36.4799995422363,-121.940002441406,2004,"S. cariosus",0.2333
30,36.4466667175293,-121.923332214355,2004,"S. cariosus",0.5333
31,35.6599998474121,-121.279998779297,2004,"S. cariosus",0.4667
50,45.9133326212565,-123.976669311523,2004,"S. cariosus",8.3
51,45.7549991607666,-123.965000152588,2004,"S. cariosus",1.3667
8,45.9300003051758,-123.986666361491,1999,"Chthamalus spp.",1
10,44.8266677856445,-124.056666056315,1999,"Chthamalus spp.",1.2667
11,44.8066673278809,-124.059997558594,1999,"Chthamalus spp.",2.3
12,44.7466672261556,-124.059997558594,1999,"Chthamalus spp.",0.5333
13,44.2425012588501,-124.110000610352,1999,"Chthamalus spp.",1.0333
14,44.218334197998,-124.110000610352,1999,"Chthamalus spp.",1.6667
15,44.2000007629395,-124.110000610352,1999,"Chthamalus spp.",1.2
16,43.3300018310547,-124.374000549316,1999,"Chthamalus spp.",1
17,43.310001373291,-124.393333435059,1999,"Chthamalus spp.",0.7
18,43.2999992370605,-124.400001525879,1999,"Chthamalus spp.",0.4667
19,41.060001373291,-124.150001525879,1999,"Chthamalus spp.",0.3667
20,40.0200004577637,-124.073333740234,1999,"Chthamalus spp.",1.3
21,39.5974988937378,-123.779998779297,1999,"Chthamalus spp.",0.4333
22,39.4149990081787,-123.809997558594,1999,"Chthamalus spp.",0.1667
23,39.3400001525879,-123.819999694824,1999,"Chthamalus spp.",0.0667
24,39.272500038147,-123.7975025177,1999,"Chthamalus spp.",0
1,48.3891661961873,-124.650001525879,2000,"Chthamalus spp.",0.9333
2,48.3375005722046,-124.687501907349,2000,"Chthamalus spp.",8.4
3,48.3133341471354,-124.660003662109,2000,"Chthamalus spp.",19.7667
4,47.939998626709,-124.658336639404,2000,"Chthamalus spp.",4.4
5,47.8699989318848,-124.599998474121,2000,"Chthamalus spp.",19.8
6,47.8600006103516,-124.569999694824,2000,"Chthamalus spp.",39.6667
9,45.7700004577637,-123.970001220703,2000,"Chthamalus spp.",5.8
10,44.8266677856445,-124.056666056315,2000,"Chthamalus spp.",1.5333
11,44.8066673278809,-124.059997558594,2000,"Chthamalus spp.",1.5333
12,44.7466672261556,-124.059997558594,2000,"Chthamalus spp.",3.2667
13,44.2425012588501,-124.110000610352,2000,"Chthamalus spp.",1.9333
14,44.218334197998,-124.110000610352,2000,"Chthamalus spp.",1.0333
15,44.2000007629395,-124.110000610352,2000,"Chthamalus spp.",1.9667
16,43.3300018310547,-124.374000549316,2000,"Chthamalus spp.",0.7
17,43.310001373291,-124.393333435059,2000,"Chthamalus spp.",5.6667
18,43.2999992370605,-124.400001525879,2000,"Chthamalus spp.",0.7667
19,41.060001373291,-124.150001525879,2000,"Chthamalus spp.",1.6333
20,40.0200004577637,-124.073333740234,2000,"Chthamalus spp.",0.5
21,39.5974988937378,-123.779998779297,2000,"Chthamalus spp.",0.3333
22,39.4149990081787,-123.809997558594,2000,"Chthamalus spp.",0.3448
23,39.3400001525879,-123.819999694824,2000,"Chthamalus spp.",0.0667
24,39.272500038147,-123.7975025177,2000,"Chthamalus spp.",0.0345
25,38.3833325703939,-123.086664835612,2000,"Chthamalus spp.",0.9667
26,38.3199996948242,-123.069999694824,2000,"Chthamalus spp.",1.5
27,38.310001373291,-123.069999694824,2000,"Chthamalus spp.",6.3667
28,36.5099983215332,-121.946665445964,2000,"Chthamalus spp.",0.0333
29,36.4799995422363,-121.940002441406,2000,"Chthamalus spp.",0.7
30,36.4466667175293,-121.923332214355,2000,"Chthamalus spp.",0.7
31,35.6599998474121,-121.279998779297,2000,"Chthamalus spp.",0.4138
32,35.6300010681152,-121.190002441406,2000,"Chthamalus spp.",0.931
33,35.6100006103516,-121.150001525879,2000,"Chthamalus spp.",0.4828
34,34.4599990844727,-120.269996643066,2000,"Chthamalus spp.",6.5
35,34.4599990844727,-120.268179460005,2000,"Chthamalus spp.",3.6364
36,34.4540008544922,-120.055999755859,2000,"Chthamalus spp.",2.38
37,34.060001373291,-119.850001017253,2000,"Chthamalus spp.",0.6
38,34.0366655985514,-119.663335164388,2000,"Chthamalus spp.",0.7667
39,34.043332417806,-119.780001322428,2000,"Chthamalus spp.",0.9
40,33.7599983215332,-118.419998168945,2000,"Chthamalus spp.",2.8621
41,33.7099990844727,-118.309997558594,2000,"Chthamalus spp.",1.2667
42,33.7000007629395,-118.286666870117,2000,"Chthamalus spp.",1.7333
43,33.4599990844727,-118.519996643066,2000,"Chthamalus spp.",0.0667
44,33.4500007629395,-118.480003356934,2000,"Chthamalus spp.",0
45,33.439998626709,-118.476669311523,2000,"Chthamalus spp.",0
46,32.8400001525879,-117.279998779297,2000,"Chthamalus spp.",1.6
47,32.8199996948242,-117.276664733887,2000,"Chthamalus spp.",2.7667
48,32.7116661071777,-117.25,2000,"Chthamalus spp.",1.1667
50,45.9133326212565,-123.976669311523,2000,"Chthamalus spp.",2.6333
51,45.7549991607666,-123.965000152588,2000,"Chthamalus spp.",0.6333
1,48.3891661961873,-124.650001525879,2001,"Chthamalus spp.",2.4828
2,48.3375005722046,-124.687501907349,2001,"Chthamalus spp.",4.1333
3,48.3133341471354,-124.660003662109,2001,"Chthamalus spp.",5.9667
4,47.939998626709,-124.658336639404,2001,"Chthamalus spp.",6.2667
5,47.8699989318848,-124.599998474121,2001,"Chthamalus spp.",14.6
6,47.8600006103516,-124.569999694824,2001,"Chthamalus spp.",36.3793
9,45.7700004577637,-123.970001220703,2001,"Chthamalus spp.",5.3571
10,44.8266677856445,-124.056666056315,2001,"Chthamalus spp.",12.5667
11,44.8066673278809,-124.059997558594,2001,"Chthamalus spp.",2.3667
12,44.7466672261556,-124.059997558594,2001,"Chthamalus spp.",3.7
13,44.2425012588501,-124.110000610352,2001,"Chthamalus spp.",12.3
14,44.218334197998,-124.110000610352,2001,"Chthamalus spp.",3.2
15,44.2000007629395,-124.110000610352,2001,"Chthamalus spp.",9.4
16,43.3300018310547,-124.374000549316,2001,"Chthamalus spp.",0.8667
17,43.310001373291,-124.393333435059,2001,"Chthamalus spp.",3.6667
18,43.2999992370605,-124.400001525879,2001,"Chthamalus spp.",0.7
19,41.060001373291,-124.150001525879,2001,"Chthamalus spp.",0.3667
20,40.0200004577637,-124.073333740234,2001,"Chthamalus spp.",1.2
21,39.5974988937378,-123.779998779297,2001,"Chthamalus spp.",1.4333
22,39.4149990081787,-123.809997558594,2001,"Chthamalus spp.",0.8667
23,39.3400001525879,-123.819999694824,2001,"Chthamalus spp.",1.2333
24,39.272500038147,-123.7975025177,2001,"Chthamalus spp.",0.3
25,38.3833325703939,-123.086664835612,2001,"Chthamalus spp.",2.7586
26,38.3199996948242,-123.069999694824,2001,"Chthamalus spp.",3.5
27,38.310001373291,-123.069999694824,2001,"Chthamalus spp.",6.9643
28,36.5099983215332,-121.946665445964,2001,"Chthamalus spp.",0.1667
29,36.4799995422363,-121.940002441406,2001,"Chthamalus spp.",0.3667
30,36.4466667175293,-121.923332214355,2001,"Chthamalus spp.",1.4667
31,35.6599998474121,-121.279998779297,2001,"Chthamalus spp.",0.2667
32,35.6300010681152,-121.190002441406,2001,"Chthamalus spp.",0.4
33,35.6100006103516,-121.150001525879,2001,"Chthamalus spp.",0.5667
34,34.4599990844727,-120.269996643066,2001,"Chthamalus spp.",4.2
35,34.4599990844727,-120.268179460005,2001,"Chthamalus spp.",0.8455
36,34.4540008544922,-120.055999755859,2001,"Chthamalus spp.",0.79
37,34.060001373291,-119.850001017253,2001,"Chthamalus spp.",0.3103
38,34.0366655985514,-119.663335164388,2001,"Chthamalus spp.",0.1
39,34.043332417806,-119.780001322428,2001,"Chthamalus spp.",0.2069
40,33.7599983215332,-118.419998168945,2001,"Chthamalus spp.",0.6333
41,33.7099990844727,-118.309997558594,2001,"Chthamalus spp.",0.9
42,33.7000007629395,-118.286666870117,2001,"Chthamalus spp.",0.6
43,33.4599990844727,-118.519996643066,2001,"Chthamalus spp.",0.1
44,33.4500007629395,-118.480003356934,2001,"Chthamalus spp.",0
45,33.439998626709,-118.476669311523,2001,"Chthamalus spp.",0.0345
46,32.8400001525879,-117.279998779297,2001,"Chthamalus spp.",0.5333
47,32.8199996948242,-117.276664733887,2001,"Chthamalus spp.",1.4333
48,32.7116661071777,-117.25,2001,"Chthamalus spp.",1.6
50,45.9133326212565,-123.976669311523,2001,"Chthamalus spp.",2.0667
51,45.7549991607666,-123.965000152588,2001,"Chthamalus spp.",0.5
1,48.3891661961873,-124.650001525879,2002,"Chthamalus spp.",0.7333
2,48.3375005722046,-124.687501907349,2002,"Chthamalus spp.",1.8276
3,48.3133341471354,-124.660003662109,2002,"Chthamalus spp.",12.5714
4,47.939998626709,-124.658336639404,2002,"Chthamalus spp.",12.6667
5,47.8699989318848,-124.599998474121,2002,"Chthamalus spp.",13.4
6,47.8600006103516,-124.569999694824,2002,"Chthamalus spp.",37.8667
9,45.7700004577637,-123.970001220703,2002,"Chthamalus spp.",4.7333
10,44.8266677856445,-124.056666056315,2002,"Chthamalus spp.",8.3793
11,44.8066673278809,-124.059997558594,2002,"Chthamalus spp.",8
12,44.7466672261556,-124.059997558594,2002,"Chthamalus spp.",1.9333
13,44.2425012588501,-124.110000610352,2002,"Chthamalus spp.",14.9667
14,44.218334197998,-124.110000610352,2002,"Chthamalus spp.",0.9
15,44.2000007629395,-124.110000610352,2002,"Chthamalus spp.",1.8
16,43.3300018310547,-124.374000549316,2002,"Chthamalus spp.",2.4483
17,43.310001373291,-124.393333435059,2002,"Chthamalus spp.",8.1333
18,43.2999992370605,-124.400001525879,2002,"Chthamalus spp.",0.5926
19,41.060001373291,-124.150001525879,2002,"Chthamalus spp.",1.0333
20,40.0200004577637,-124.073333740234,2002,"Chthamalus spp.",0.8
21,39.5974988937378,-123.779998779297,2002,"Chthamalus spp.",1.3
22,39.4149990081787,-123.809997558594,2002,"Chthamalus spp.",1.9333
23,39.3400001525879,-123.819999694824,2002,"Chthamalus spp.",0.8667
24,39.272500038147,-123.7975025177,2002,"Chthamalus spp.",0.4074
25,38.3833325703939,-123.086664835612,2002,"Chthamalus spp.",1.6333
26,38.3199996948242,-123.069999694824,2002,"Chthamalus spp.",10.2333
27,38.310001373291,-123.069999694824,2002,"Chthamalus spp.",18.8929
28,36.5099983215332,-121.946665445964,2002,"Chthamalus spp.",0.0667
29,36.4799995422363,-121.940002441406,2002,"Chthamalus spp.",0.2333
30,36.4466667175293,-121.923332214355,2002,"Chthamalus spp.",0.0667
31,35.6599998474121,-121.279998779297,2002,"Chthamalus spp.",0.1667
32,35.6300010681152,-121.190002441406,2002,"Chthamalus spp.",0.4
33,35.6100006103516,-121.150001525879,2002,"Chthamalus spp.",0.4
34,34.4599990844727,-120.269996643066,2002,"Chthamalus spp.",11.3667
35,34.4599990844727,-120.268179460005,2002,"Chthamalus spp.",3.7364
36,34.4540008544922,-120.055999755859,2002,"Chthamalus spp.",4.97
37,34.060001373291,-119.850001017253,2002,"Chthamalus spp.",0.6333
38,34.0366655985514,-119.663335164388,2002,"Chthamalus spp.",2.069
39,34.043332417806,-119.780001322428,2002,"Chthamalus spp.",0.4667
40,33.7599983215332,-118.419998168945,2002,"Chthamalus spp.",1.2667
41,33.7099990844727,-118.309997558594,2002,"Chthamalus spp.",0.9333
42,33.7000007629395,-118.286666870117,2002,"Chthamalus spp.",1.3667
43,33.4599990844727,-118.519996643066,2002,"Chthamalus spp.",1.9667
44,33.4500007629395,-118.480003356934,2002,"Chthamalus spp.",0.1
45,33.439998626709,-118.476669311523,2002,"Chthamalus spp.",0.2333
46,32.8400001525879,-117.279998779297,2002,"Chthamalus spp.",0.6333
47,32.8199996948242,-117.276664733887,2002,"Chthamalus spp.",1.4
48,32.7116661071777,-117.25,2002,"Chthamalus spp.",1.5
50,45.9133326212565,-123.976669311523,2002,"Chthamalus spp.",1.5926
51,45.7549991607666,-123.965000152588,2002,"Chthamalus spp.",2.4138
1,48.3891661961873,-124.650001525879,2003,"Chthamalus spp.",0.6667
2,48.3375005722046,-124.687501907349,2003,"Chthamalus spp.",5.2333
3,48.3133341471354,-124.660003662109,2003,"Chthamalus spp.",11.5
4,47.939998626709,-124.658336639404,2003,"Chthamalus spp.",22.1333
5,47.8699989318848,-124.599998474121,2003,"Chthamalus spp.",27.7333
6,47.8600006103516,-124.569999694824,2003,"Chthamalus spp.",37.6667
9,45.7700004577637,-123.970001220703,2003,"Chthamalus spp.",6.4667
10,44.8266677856445,-124.056666056315,2003,"Chthamalus spp.",5.809
11,44.8066673278809,-124.059997558594,2003,"Chthamalus spp.",2.7
12,44.7466672261556,-124.059997558594,2003,"Chthamalus spp.",1.7191
13,44.2425012588501,-124.110000610352,2003,"Chthamalus spp.",6.5714
14,44.218334197998,-124.110000610352,2003,"Chthamalus spp.",1.2022
15,44.2000007629395,-124.110000610352,2003,"Chthamalus spp.",2.1444
16,43.3300018310547,-124.374000549316,2003,"Chthamalus spp.",1.6
17,43.310001373291,-124.393333435059,2003,"Chthamalus spp.",4.3793
18,43.2999992370605,-124.400001525879,2003,"Chthamalus spp.",0.5333
19,41.060001373291,-124.150001525879,2003,"Chthamalus spp.",3.1071
20,40.0200004577637,-124.073333740234,2003,"Chthamalus spp.",1.8276
21,39.5974988937378,-123.779998779297,2003,"Chthamalus spp.",0.8
22,39.4149990081787,-123.809997558594,2003,"Chthamalus spp.",3.8333
23,39.3400001525879,-123.819999694824,2003,"Chthamalus spp.",1.5
24,39.272500038147,-123.7975025177,2003,"Chthamalus spp.",0.5172
25,38.3833325703939,-123.086664835612,2003,"Chthamalus spp.",1.6667
26,38.3199996948242,-123.069999694824,2003,"Chthamalus spp.",4.1333
27,38.310001373291,-123.069999694824,2003,"Chthamalus spp.",8.7
28,36.5099983215332,-121.946665445964,2003,"Chthamalus spp.",0.2333
29,36.4799995422363,-121.940002441406,2003,"Chthamalus spp.",0.5
30,36.4466667175293,-121.923332214355,2003,"Chthamalus spp.",0.3
31,35.6599998474121,-121.279998779297,2003,"Chthamalus spp.",0.7
32,35.6300010681152,-121.190002441406,2003,"Chthamalus spp.",2.3333
33,35.6100006103516,-121.150001525879,2003,"Chthamalus spp.",0.7
34,34.4599990844727,-120.269996643066,2003,"Chthamalus spp.",9.5667
35,34.4599990844727,-120.268179460005,2003,"Chthamalus spp.",4.35
36,34.4540008544922,-120.055999755859,2003,"Chthamalus spp.",15.55
37,34.060001373291,-119.850001017253,2003,"Chthamalus spp.",1.2667
38,34.0366655985514,-119.663335164388,2003,"Chthamalus spp.",2
39,34.043332417806,-119.780001322428,2003,"Chthamalus spp.",3.5333
40,33.7599983215332,-118.419998168945,2003,"Chthamalus spp.",3.8333
41,33.7099990844727,-118.309997558594,2003,"Chthamalus spp.",8.8
42,33.7000007629395,-118.286666870117,2003,"Chthamalus spp.",20.1667
43,33.4599990844727,-118.519996643066,2003,"Chthamalus spp.",1.4
44,33.4500007629395,-118.480003356934,2003,"Chthamalus spp.",0.5
45,33.439998626709,-118.476669311523,2003,"Chthamalus spp.",1.0667
46,32.8400001525879,-117.279998779297,2003,"Chthamalus spp.",3.1333
47,32.8199996948242,-117.276664733887,2003,"Chthamalus spp.",5.3
48,32.7116661071777,-117.25,2003,"Chthamalus spp.",19.9333
50,45.9133326212565,-123.976669311523,2003,"Chthamalus spp.",5.1333
51,45.7549991607666,-123.965000152588,2003,"Chthamalus spp.",4.3
1,48.3891661961873,-124.650001525879,2004,"Chthamalus spp.",1.1379
2,48.3375005722046,-124.687501907349,2004,"Chthamalus spp.",9.1
3,48.3133341471354,-124.660003662109,2004,"Chthamalus spp.",14.2
4,47.939998626709,-124.658336639404,2004,"Chthamalus spp.",8.1
5,47.8699989318848,-124.599998474121,2004,"Chthamalus spp.",11.7
6,47.8600006103516,-124.569999694824,2004,"Chthamalus spp.",25.4
9,45.7700004577637,-123.970001220703,2004,"Chthamalus spp.",38.2667
10,44.8266677856445,-124.056666056315,2004,"Chthamalus spp.",5.8444
11,44.8066673278809,-124.059997558594,2004,"Chthamalus spp.",9.3111
12,44.7466672261556,-124.059997558594,2004,"Chthamalus spp.",9.1765
13,44.2425012588501,-124.110000610352,2004,"Chthamalus spp.",8.0111
14,44.218334197998,-124.110000610352,2004,"Chthamalus spp.",2
15,44.2000007629395,-124.110000610352,2004,"Chthamalus spp.",5.1222
16,43.3300018310547,-124.374000549316,2004,"Chthamalus spp.",5.2
17,43.310001373291,-124.393333435059,2004,"Chthamalus spp.",17.7333
18,43.2999992370605,-124.400001525879,2004,"Chthamalus spp.",1.4
19,41.060001373291,-124.150001525879,2004,"Chthamalus spp.",0.6
20,40.0200004577637,-124.073333740234,2004,"Chthamalus spp.",0.9333
21,39.5974988937378,-123.779998779297,2004,"Chthamalus spp.",0.4483
22,39.4149990081787,-123.809997558594,2004,"Chthamalus spp.",3.9667
23,39.3400001525879,-123.819999694824,2004,"Chthamalus spp.",1.1333
24,39.272500038147,-123.7975025177,2004,"Chthamalus spp.",0.5357
25,38.3833325703939,-123.086664835612,2004,"Chthamalus spp.",1.4
26,38.3199996948242,-123.069999694824,2004,"Chthamalus spp.",5.7333
27,38.310001373291,-123.069999694824,2004,"Chthamalus spp.",4.4
28,36.5099983215332,-121.946665445964,2004,"Chthamalus spp.",0.9333
29,36.4799995422363,-121.940002441406,2004,"Chthamalus spp.",1.2333
30,36.4466667175293,-121.923332214355,2004,"Chthamalus spp.",1.2333
31,35.6599998474121,-121.279998779297,2004,"Chthamalus spp.",1.2
50,45.9133326212565,-123.976669311523,2004,"Chthamalus spp.",9.5
51,45.7549991607666,-123.965000152588,2004,"Chthamalus spp.",7.6667
8,45.9300003051758,-123.986666361491,1999,"B. glandula",1
10,44.8266677856445,-124.056666056315,1999,"B. glandula",10.3333
11,44.8066673278809,-124.059997558594,1999,"B. glandula",9.1333
12,44.7466672261556,-124.059997558594,1999,"B. glandula",9.7333
13,44.2425012588501,-124.110000610352,1999,"B. glandula",22.2
14,44.218334197998,-124.110000610352,1999,"B. glandula",6.8333
15,44.2000007629395,-124.110000610352,1999,"B. glandula",8.25
16,43.3300018310547,-124.374000549316,1999,"B. glandula",3.1
17,43.310001373291,-124.393333435059,1999,"B. glandula",6.2
18,43.2999992370605,-124.400001525879,1999,"B. glandula",1.5333
19,41.060001373291,-124.150001525879,1999,"B. glandula",2.2333
20,40.0200004577637,-124.073333740234,1999,"B. glandula",3.2333
21,39.5974988937378,-123.779998779297,1999,"B. glandula",0.6667
22,39.4149990081787,-123.809997558594,1999,"B. glandula",0.3667
23,39.3400001525879,-123.819999694824,1999,"B. glandula",0.3667
24,39.272500038147,-123.7975025177,1999,"B. glandula",0
1,48.3891661961873,-124.650001525879,2000,"B. glandula",1.4
2,48.3375005722046,-124.687501907349,2000,"B. glandula",2.3
3,48.3133341471354,-124.660003662109,2000,"B. glandula",3.4667
4,47.939998626709,-124.658336639404,2000,"B. glandula",3.4667
5,47.8699989318848,-124.599998474121,2000,"B. glandula",6
6,47.8600006103516,-124.569999694824,2000,"B. glandula",2.9667
9,45.7700004577637,-123.970001220703,2000,"B. glandula",15
10,44.8266677856445,-124.056666056315,2000,"B. glandula",11.0667
11,44.8066673278809,-124.059997558594,2000,"B. glandula",8.0667
12,44.7466672261556,-124.059997558594,2000,"B. glandula",3.8333
13,44.2425012588501,-124.110000610352,2000,"B. glandula",11.3333
14,44.218334197998,-124.110000610352,2000,"B. glandula",7.9333
15,44.2000007629395,-124.110000610352,2000,"B. glandula",8.6
16,43.3300018310547,-124.374000549316,2000,"B. glandula",5.8333
17,43.310001373291,-124.393333435059,2000,"B. glandula",18.8333
18,43.2999992370605,-124.400001525879,2000,"B. glandula",1.5
19,41.060001373291,-124.150001525879,2000,"B. glandula",2.4333
20,40.0200004577637,-124.073333740234,2000,"B. glandula",2.6667
21,39.5974988937378,-123.779998779297,2000,"B. glandula",1.7667
22,39.4149990081787,-123.809997558594,2000,"B. glandula",1.1724
23,39.3400001525879,-123.819999694824,2000,"B. glandula",0.2
24,39.272500038147,-123.7975025177,2000,"B. glandula",0.1379
25,38.3833325703939,-123.086664835612,2000,"B. glandula",2.3333
26,38.3199996948242,-123.069999694824,2000,"B. glandula",0.6333
27,38.310001373291,-123.069999694824,2000,"B. glandula",5.9667
28,36.5099983215332,-121.946665445964,2000,"B. glandula",0.0667
29,36.4799995422363,-121.940002441406,2000,"B. glandula",1.1667
30,36.4466667175293,-121.923332214355,2000,"B. glandula",0.8667
31,35.6599998474121,-121.279998779297,2000,"B. glandula",0.2414
32,35.6300010681152,-121.190002441406,2000,"B. glandula",0.8621
33,35.6100006103516,-121.150001525879,2000,"B. glandula",0.7931
34,34.4599990844727,-120.269996643066,2000,"B. glandula",13.6667
35,34.4599990844727,-120.268179460005,2000,"B. glandula",14.3455
36,34.4540008544922,-120.055999755859,2000,"B. glandula",6.87
37,34.060001373291,-119.850001017253,2000,"B. glandula",6.7667
38,34.0366655985514,-119.663335164388,2000,"B. glandula",29.6667
39,34.043332417806,-119.780001322428,2000,"B. glandula",16.7
40,33.7599983215332,-118.419998168945,2000,"B. glandula",11.1724
41,33.7099990844727,-118.309997558594,2000,"B. glandula",9.8667
42,33.7000007629395,-118.286666870117,2000,"B. glandula",24.9333
43,33.4599990844727,-118.519996643066,2000,"B. glandula",1.3333
44,33.4500007629395,-118.480003356934,2000,"B. glandula",0.5
45,33.439998626709,-118.476669311523,2000,"B. glandula",1.6333
46,32.8400001525879,-117.279998779297,2000,"B. glandula",3.8333
47,32.8199996948242,-117.276664733887,2000,"B. glandula",4.2333
48,32.7116661071777,-117.25,2000,"B. glandula",1.0333
50,45.9133326212565,-123.976669311523,2000,"B. glandula",7.8333
51,45.7549991607666,-123.965000152588,2000,"B. glandula",5.2333
1,48.3891661961873,-124.650001525879,2001,"B. glandula",0.9655
2,48.3375005722046,-124.687501907349,2001,"B. glandula",13.3
3,48.3133341471354,-124.660003662109,2001,"B. glandula",8.2
4,47.939998626709,-124.658336639404,2001,"B. glandula",5.4667
5,47.8699989318848,-124.599998474121,2001,"B. glandula",5.7
6,47.8600006103516,-124.569999694824,2001,"B. glandula",5.8966
9,45.7700004577637,-123.970001220703,2001,"B. glandula",21.4643
10,44.8266677856445,-124.056666056315,2001,"B. glandula",10
11,44.8066673278809,-124.059997558594,2001,"B. glandula",1.9
12,44.7466672261556,-124.059997558594,2001,"B. glandula",24.7333
13,44.2425012588501,-124.110000610352,2001,"B. glandula",19.3667
14,44.218334197998,-124.110000610352,2001,"B. glandula",4.6667
15,44.2000007629395,-124.110000610352,2001,"B. glandula",12.9
16,43.3300018310547,-124.374000549316,2001,"B. glandula",11.3
17,43.310001373291,-124.393333435059,2001,"B. glandula",16.5333
18,43.2999992370605,-124.400001525879,2001,"B. glandula",3.9
19,41.060001373291,-124.150001525879,2001,"B. glandula",2.2
20,40.0200004577637,-124.073333740234,2001,"B. glandula",3.3333
21,39.5974988937378,-123.779998779297,2001,"B. glandula",2
22,39.4149990081787,-123.809997558594,2001,"B. glandula",2.3333
23,39.3400001525879,-123.819999694824,2001,"B. glandula",0.7667
24,39.272500038147,-123.7975025177,2001,"B. glandula",0.7
25,38.3833325703939,-123.086664835612,2001,"B. glandula",2.7586
26,38.3199996948242,-123.069999694824,2001,"B. glandula",6
27,38.310001373291,-123.069999694824,2001,"B. glandula",6.7857
28,36.5099983215332,-121.946665445964,2001,"B. glandula",0.8333
29,36.4799995422363,-121.940002441406,2001,"B. glandula",0.6333
30,36.4466667175293,-121.923332214355,2001,"B. glandula",1.4667
31,35.6599998474121,-121.279998779297,2001,"B. glandula",0.6
32,35.6300010681152,-121.190002441406,2001,"B. glandula",1.0667
33,35.6100006103516,-121.150001525879,2001,"B. glandula",0.9
34,34.4599990844727,-120.269996643066,2001,"B. glandula",13.7667
35,34.4599990844727,-120.268179460005,2001,"B. glandula",4.1273
36,34.4540008544922,-120.055999755859,2001,"B. glandula",2.08
37,34.060001373291,-119.850001017253,2001,"B. glandula",9.2069
38,34.0366655985514,-119.663335164388,2001,"B. glandula",26.2333
39,34.043332417806,-119.780001322428,2001,"B. glandula",9.5172
40,33.7599983215332,-118.419998168945,2001,"B. glandula",7.8667
41,33.7099990844727,-118.309997558594,2001,"B. glandula",10.8333
42,33.7000007629395,-118.286666870117,2001,"B. glandula",13.9
43,33.4599990844727,-118.519996643066,2001,"B. glandula",2.5
44,33.4500007629395,-118.480003356934,2001,"B. glandula",0.3333
45,33.439998626709,-118.476669311523,2001,"B. glandula",0.0345
46,32.8400001525879,-117.279998779297,2001,"B. glandula",1.1
47,32.8199996948242,-117.276664733887,2001,"B. glandula",7.8333
48,32.7116661071777,-117.25,2001,"B. glandula",3.5333
50,45.9133326212565,-123.976669311523,2001,"B. glandula",9.2667
51,45.7549991607666,-123.965000152588,2001,"B. glandula",19.9667
1,48.3891661961873,-124.650001525879,2002,"B. glandula",0.7333
2,48.3375005722046,-124.687501907349,2002,"B. glandula",3.8276
3,48.3133341471354,-124.660003662109,2002,"B. glandula",12.3571
4,47.939998626709,-124.658336639404,2002,"B. glandula",3.1333
5,47.8699989318848,-124.599998474121,2002,"B. glandula",2.8
6,47.8600006103516,-124.569999694824,2002,"B. glandula",2.1667
9,45.7700004577637,-123.970001220703,2002,"B. glandula",10.6333
10,44.8266677856445,-124.056666056315,2002,"B. glandula",13.7241
11,44.8066673278809,-124.059997558594,2002,"B. glandula",5
12,44.7466672261556,-124.059997558594,2002,"B. glandula",20.7667
13,44.2425012588501,-124.110000610352,2002,"B. glandula",17.4667
14,44.218334197998,-124.110000610352,2002,"B. glandula",3.4
15,44.2000007629395,-124.110000610352,2002,"B. glandula",15.1333
16,43.3300018310547,-124.374000549316,2002,"B. glandula",6.7241
17,43.310001373291,-124.393333435059,2002,"B. glandula",21.1333
18,43.2999992370605,-124.400001525879,2002,"B. glandula",2.0741
19,41.060001373291,-124.150001525879,2002,"B. glandula",1.3
20,40.0200004577637,-124.073333740234,2002,"B. glandula",26.6667
21,39.5974988937378,-123.779998779297,2002,"B. glandula",1.3667
